port_name,lat_long,lat,lon,port_uc
LOBAM,"1.000000000000,104.266666666667",1.0,104.266666666667,LOBAM
LOBO,"-3.763208599270,134.102531744213",-3.76320859927,134.102531744213,LOBO
LOLA,"0.428330413217,127.581090492085",0.428330413217,127.581090492085,LOLA
LOLEO,"0.566650982538,127.535772747365",0.566650982538,127.535772747365,LOLEO
LOLEO JAYA,"-0.353052578768,127.268369788357",-0.353052578768,127.268369788357,LOLEO JAYA
LOLEO OBI,"-1.830697749188,127.584489457662",-1.830697749188,127.584489457662,LOLEO OBI
LOMBOK,"-8.500000000000,116.666666666667",-8.5,116.666666666667,LOMBOK
LONG AN,"10.609702469363,106.768129336385",10.609702469363,106.768129336385,LONG AN
LONTAR,"-5.968346051689,106.303009497186",-5.968346051689,106.303009497186,LONTAR
LOSENG,"-1.908969604072,125.017249077047",-1.908969604072,125.017249077047,LOSENG
LUANG,"-8.180326666504,128.692292926474",-8.180326666504,128.692292926474,LUANG
LUBUK GAUNG,"1.728633694160,101.405176945022",1.72863369416,101.405176945022,LUBUK GAUNG
LUHU,"-3.386133301763,127.983521767579",-3.386133301763,127.983521767579,LUHU
LUMBILUMBIA,"-1.489533065149,122.821008840393",-1.489533065149,122.821008840393,LUMBILUMBIA
LUMUT,"4.233333333333,100.633333333333",4.233333333333,100.633333333333,LUMUT
LUWUK,"-0.950000000000,122.800000000000",-0.95,122.8,LUWUK
LUWUK/TERSUS PT. PERTAMINA,"-0.952804827057,122.796800535996",-0.952804827057,122.796800535996,LUWUK/TERSUS PT. PERTAMINA
MABA,"0.697714878719,128.298089656287",0.697714878719,128.298089656287,MABA
MABA PURA,"0.823674002300,128.249734543272",0.8236740023,128.249734543272,MABA PURA
MACCINI BAJI,"-4.773752054782,119.491306215881",-4.773752054782,119.491306215881,MACCINI BAJI
MADAPOLO,"-1.222896544793,127.652711406215",-1.222896544793,127.652711406215,MADAPOLO
MADOPOLO/JOJAME,"-1.223348128385,127.651719299719",-1.223348128385,127.651719299719,MADOPOLO/JOJAME
MADURA TERMINAL,"-7.221152669524,113.317196263561",-7.221152669524,113.317196263561,MADURA TERMINAL
MAGDALLA,"21.139379800640,72.734886678541",21.13937980064,72.734886678541,MAGDALLA
MAI-LIAO,"23.788710103250,120.170887733384",23.78871010325,120.170887733384,MAI-LIAO
MAIDI/LIFOFA,"0.075353695036,127.722420313392",0.075353695036,127.722420313392,MAIDI/LIFOFA
"MAJENE, SV","-3.545525010991,118.968665997919",-3.545525010991,118.968665997919,"MAJENE, SV"
MAKALEHI,"2.733816553956,125.168023457066",2.733816553956,125.168023457066,MAKALEHI
MAKASSAR,"-5.116666666667,119.400000000000",-5.116666666667,119.4,MAKASSAR
MAKASSAR / TUKS PERTAMINA,"-5.122998501821,119.414518254654",-5.122998501821,119.414518254654,MAKASSAR / TUKS PERTAMINA
MAKBON,"-0.746068249705,131.553634731998",-0.746068249705,131.553634731998,MAKBON
MAKIAN,"0.363096653064,127.425443834983",0.363096653064,127.425443834983,MAKIAN
MALACCA,"2.222410554710,102.157881295628",2.22241055471,102.157881295628,MALACCA
MALAHAYATI,"-0.133333333333,99.733333333333",-0.133333333333,99.733333333333,MALAHAYATI
MALAKONI/P. ENGGANO,"-5.346948771241,102.277406892014",-5.346948771241,102.277406892014,MALAKONI/P. ENGGANO
MALALA,"0.767011021479,120.551651323657",0.767011021479,120.551651323657,MALALA
MALBUFA,"-2.021163880938,125.878199013626",-2.021163880938,125.878199013626,MALBUFA
MALE,"4.181060421666,73.506429046381",4.181060421666,73.506429046381,MALE
MALENGE,"-0.270547027915,122.059870980472",-0.270547027915,122.059870980472,MALENGE
MALILI,"-2.635679198704,121.091663414279",-2.635679198704,121.091663414279,MALILI
MALINAU,"3.596266983102,116.635846727549",3.596266983102,116.635846727549,MALINAU
MALINGANO,"-4.719209976708,122.843379207232",-4.719209976708,122.843379207232,MALINGANO
MALOY,"0.919315293436,117.989198857679",0.919315293436,117.989198857679,MALOY
MALUNDA,"-3.017033111537,118.855529531389",-3.017033111537,118.855529531389,MALUNDA
MAMBORO,"-9.348789256985,119.667307624710",-9.348789256985,119.66730762471,MAMBORO
MAMUJU,"-2.667584350642,118.893990049693",-2.667584350642,118.893990049693,MAMUJU
MANADO,"1.500000000000,124.833333333333",1.5,124.833333333333,MANADO
MANDOPOLO/JOJAME,"-1.222988517675,127.652674855054",-1.222988517675,127.652674855054,MANDOPOLO/JOJAME
MANGARANG,"3.844508109296,126.741957927076",3.844508109296,126.741957927076,MANGARANG
MANGGAR,"-2.846252632172,108.289803827398",-2.846252632172,108.289803827398,MANGGAR
MANGGIS,"-8.483333333333,115.516666666667",-8.483333333333,115.516666666667,MANGGIS
MANGKAJANG,"2.133333333333,117.733333333333",2.133333333333,117.733333333333,MANGKAJANG
MANGOLE,"-1.924752384265,125.942292360211",-1.924752384265,125.942292360211,MANGOLE
MANILA,"14.583333333333,120.966666666667",14.583333333333,120.966666666667,MANILA
MANIPA,"-3.347072487903,127.592160129722",-3.347072487903,127.592160129722,MANIPA
MANITINGTING,"0.739469143403,128.250481206030",0.739469143403,128.25048120603,MANITINGTING
MANJUNG,"4.155591840526,100.636563184716",4.155591840526,100.636563184716,MANJUNG
MANOKWARI,"-0.866963119040,134.080037411777",-0.86696311904,134.080037411777,MANOKWARI
MANOKWARI/TERSUS PT. PERTAMINA,"-0.871350874854,134.059475224416",-0.871350874854,134.059475224416,MANOKWARI/TERSUS PT. PERTAMINA
MANSALEAN,"-1.683522710985,123.386024667566",-1.683522710985,123.386024667566,MANSALEAN
MANUI,"-3.575026252961,123.079227353511",-3.575026252961,123.079227353511,MANUI
MAP TA PHUT,"12.666666666667,101.166666666667",12.666666666667,101.166666666667,MAP TA PHUT
MARABAHAN,"-2.983333333333,114.766666666667",-2.983333333333,114.766666666667,MARABAHAN
MARABATUAN,"-4.364434394114,115.811946023084",-4.364434394114,115.811946023084,MARABATUAN
MARADAPAN,"-4.701560679792,115.731244937242",-4.701560679792,115.731244937242,MARADAPAN
MARAMPIT,"4.732027634308,127.133423266333",4.732027634308,127.133423266333,MARAMPIT
MARAPOKOT,"-8.514218556612,121.330786599589",-8.514218556612,121.330786599589,MARAPOKOT
MARATUA,"2.283008638986,118.563763847620",2.283008638986,118.56376384762,MARATUA
MARE,"-3.021230882050,114.395275983206",-3.02123088205,114.395275983206,MARE
MARISA,"0.486079788958,122.110915706026",0.486079788958,122.110915706026,MARISA
MARITAING,"-8.284693652030,125.129016884761",-8.28469365203,125.129016884761,MARITAING
"MARIVELES, LUZON","14.449702903816,120.594867114837",14.449702903816,120.594867114837,"MARIVELES, LUZON"
MARLASI,"-5.474388118550,134.655879090888",-5.47438811855,134.655879090888,MARLASI
MARORE,"4.730232477664,125.478633945238",4.730232477664,125.478633945238,MARORE
MARUNDA,"-6.098531922774,106.957489906938",-6.098531922774,106.957489906938,MARUNDA
MASALEMBO,"-5.573200807609,114.415537775327",-5.573200807609,114.415537775327,MASALEMBO
MASAN,"35.183333333333,128.566666666667",35.183333333333,128.566666666667,MASAN
MASOHI/TERSUS PT. PERTAMINA,"-3.297678866652,128.953457341126",-3.297678866652,128.953457341126,MASOHI/TERSUS PT. PERTAMINA
MATAK,"3.327011951860,106.240305738382",3.32701195186,106.240305738382,MATAK
MATASIRI,"-4.771001157621,115.841680267451",-4.771001157621,115.841680267451,MATASIRI
MATUI,"1.015802221501,127.492159246368",1.015802221501,127.492159246368,MATUI
MAUBAN,"14.252365462529,122.040514706926",14.252365462529,122.040514706926,MAUBAN
MAUMBAWA,"-8.899952976975,121.140152661637",-8.899952976975,121.140152661637,MAUMBAWA
MAUMERE,"-8.616666666667,122.216666666667",-8.616666666667,122.216666666667,MAUMERE
MAUMERE/TUKS PT. PERTAMINA,"-8.610368645491,122.224805203104",-8.610368645491,122.224805203104,MAUMERE/TUKS PT. PERTAMINA
MAUROLE,"-8.505559185608,121.813045776864",-8.505559185608,121.813045776864,MAUROLE
MAWLAMYINE (MOULMEIN),"16.486841591413,97.664742690769",16.486841591413,97.664742690769,MAWLAMYINE (MOULMEIN)
MAYAU,"1.328355436057,126.360388612795",1.328355436057,126.360388612795,MAYAU
MBROMSI,"-1.226362091733,136.600849810824",-1.226362091733,136.600849810824,MBROMSI
"MEDAN, SUMATRA","3.786817547470,98.699490489334",3.78681754747,98.699490489334,"MEDAN, SUMATRA"
MEGA,"34.783333333333,134.700000000000",34.783333333333,134.7,MEGA
MEKAR PUTIH,"-4.030558894337,116.056625876936",-4.030558894337,116.056625876936,MEKAR PUTIH
MELAKA,"2.200000000000,102.250000000000",2.2,102.25,MELAKA
MELIBUR,"1.069670310373,102.438440449688",1.069670310373,102.438440449688,MELIBUR
MELONGUANE,"5.550409152926,126.585306358326",5.550409152926,126.585306358326,MELONGUANE
MELONGUANNE,"4.000000000000,126.683333333333",4.0,126.683333333333,MELONGUANNE
MEMBALONG/TELUK GEMBIRA,"-3.198441583606,107.585080603591",-3.198441583606,107.585080603591,MEMBALONG/TELUK GEMBIRA
MENANGA,"-8.433335248692,123.088938046148",-8.433335248692,123.088938046148,MENANGA
MENENG/TANJUNG WANGI,"-8.127200476193,114.410381009922",-8.127200476193,114.410381009922,MENENG/TANJUNG WANGI
MENUAI,"-3.575266778046,123.074846480668",-3.575266778046,123.074846480668,MENUAI
MERAK,"-5.931228227347,105.999341959334",-5.931228227347,105.999341959334,MERAK
"MERANTIBUNTING, SUMATRA","0.942842273730,102.483512777512",0.94284227373,102.483512777512,"MERANTIBUNTING, SUMATRA"
MERAUKE,"-8.483333333333,140.383333333333",-8.483333333333,140.383333333333,MERAUKE
MERAUKE/TERSUS PT. PERTAMINA,"-8.477144133830,140.388988072757",-8.47714413383,140.388988072757,MERAUKE/TERSUS PT. PERTAMINA
MESA,"0.399510622588,128.294702428753",0.399510622588,128.294702428753,MESA
MESUJI,"-4.092082493116,105.660940468848",-4.092082493116,105.660940468848,MESUJI
MEULABOH,"4.127821439546,96.135006366866",4.127821439546,96.135006366866,MEULABOH
MEULABOH/TUKS PERTAMINA,"4.141646947323,96.139253783458",4.141646947323,96.139253783458,MEULABOH/TUKS PERTAMINA
MIANGAS,"5.549665945444,126.584413380953",5.549665945444,126.584413380953,MIANGAS
MIDAI,"3.005629506821,107.749315170897",3.005629506821,107.749315170897,MIDAI
MINA AL AHMADI,"29.066666666667,48.166666666667",29.066666666667,48.166666666667,MINA AL AHMADI
MIOSBIPONDI,"-0.411253139492,135.266415763514",-0.411253139492,135.266415763514,MIOSBIPONDI
"MIRI, SARAWAK","4.416198029931,113.995961587397",4.416198029931,113.995961587397,"MIRI, SARAWAK"
MISOOL TERMINAL,"-1.566666666667,130.516666666667",-1.566666666667,130.516666666667,MISOOL TERMINAL
MIZUSHIMA,"34.524733915881,133.740587681104",34.524733915881,133.740587681104,MIZUSHIMA
MOLAWE,"-3.609411266630,122.201024292865",-3.60941126663,122.201024292865,MOLAWE
MOLU,"-7.513619445941,129.873825927723",-7.513619445941,129.873825927723,MOLU
MONGLA,"22.491840006836,89.593437161029",22.491840006836,89.593437161029,MONGLA
MOOR,"-6.908472915310,139.224003030424",-6.90847291531,139.224003030424,MOOR
MORNOPO,"0.783333333333,128.216666666667",0.783333333333,128.216666666667,MORNOPO
MORO,"0.752742084940,103.713626869898",0.75274208494,103.713626869898,MORO
MOROTAI I,"2.051037271148,128.293914343718",2.051037271148,128.293914343718,MOROTAI I
MOROWALI,"-1.866666666667,121.500000000000",-1.866666666667,121.5,MOROWALI
MOTI,"0.453541090880,127.441556742362",0.45354109088,127.441556742362,MOTI
MOUTONG,"0.458638158256,121.212542813986",0.458638158256,121.212542813986,MOUTONG
MOUTONG/TERSUS PT. PERTAMINA,"0.474605992706,121.244290651717",0.474605992706,121.244290651717,MOUTONG/TERSUS PT. PERTAMINA
MTWARA,"-10.266666666667,40.200000000000",-10.266666666667,40.2,MTWARA
MUAR,"2.050000000000,102.566666666667",2.05,102.566666666667,MUAR
MUARA,"2.338223858509,98.904458007900",2.338223858509,98.9044580079,MUARA
MUARA ANGKE,"-6.099984344870,106.773156562200",-6.09998434487,106.7731565622,MUARA ANGKE
MUARA BARU,"-6.096442977822,106.802158483639",-6.096442977822,106.802158483639,MUARA BARU
MUARA DJAWA,"-0.826568624726,117.251044352824",-0.826568624726,117.251044352824,MUARA DJAWA
MUARA GEMBONG,"-6.014724881589,107.007666166656",-6.014724881589,107.007666166656,MUARA GEMBONG
MUARA JAWA,"-0.825860496672,117.258422519555",-0.825860496672,117.258422519555,MUARA JAWA
MUARA PADANG,"-0.965854419570,100.355851149718",-0.96585441957,100.355851149718,MUARA PADANG
MUARA PAHU,"-0.324072786841,116.067512895816",-0.324072786841,116.067512895816,MUARA PAHU
MUARA PANTAI,"2.035091736881,117.870314540364",2.035091736881,117.870314540364,MUARA PANTAI
MUARA PEGAH,"-0.858485049206,117.300919229421",-0.858485049206,117.300919229421,MUARA PEGAH
MUARA SABAK,"-0.800000000000,103.916666666667",-0.8,103.916666666667,MUARA SABAK
MUARA SIBERUT,"-1.583333333333,99.200000000000",-1.583333333333,99.2,MUARA SIBERUT
MUARA SIKABALUAN/SIMAILEPET,"-1.080134082162,98.961353719179",-1.080134082162,98.961353719179,MUARA SIKABALUAN/SIMAILEPET
MUARA TEWEH,"-56.966666666667,114.900000000000",-56.966666666667,114.9,MUARA TEWEH
MUHAMMAD BIN QASIM/KARACHI,"24.766771246541,67.327746850089",24.766771246541,67.327746850089,MUHAMMAD BIN QASIM/KARACHI
MUMBAI,"18.947350353172,72.847536893325",18.947350353172,72.847536893325,MUMBAI
MUNDRA,"22.728333333333,69.706666666667",22.728333333333,69.706666666667,MUNDRA
MUNSE,"-4.100125709447,123.254310753637",-4.100125709447,123.254310753637,MUNSE
MUNTE,"-2.678539482679,120.605151052348",-2.678539482679,120.605151052348,MUNTE
MUNTE/LIKUPANG BARAT,"1.693729565808,125.013242630657",1.693729565808,125.013242630657,MUNTE/LIKUPANG BARAT
MUNTOK,"-2.066666666667,105.166666666667",-2.066666666667,105.166666666667,MUNTOK
MUNTOK/STS PERTAMINA,"-2.069949967376,105.165462556067",-2.069949967376,105.165462556067,MUNTOK/STS PERTAMINA
MY THO,"10.342195400187,106.324163293552",10.342195400187,106.324163293552,MY THO
NABIRE,"-3.230752681580,135.583628040837",-3.23075268158,135.583628040837,NABIRE
NABIRE/TERSUS PT. PERTAMINA,"-3.349635420506,135.504877775890",-3.349635420506,135.50487777589,NABIRE/TERSUS PT. PERTAMINA
NAGAPPATTINAM,"10.764654907012,79.859445054473",10.764654907012,79.859445054473,NAGAPPATTINAM
"NAGOYA, AICHI","35.081145589426,136.882646267269",35.081145589426,136.882646267269,"NAGOYA, AICHI"
NAIKLIU,"-9.498517593928,123.814615729729",-9.498517593928,123.814615729729,NAIKLIU
NAMLEA,"-3.283333333333,127.083333333333",-3.283333333333,127.083333333333,NAMLEA
NAMLEA/TUKS PT. PERTAMINA,"-3.269282303375,127.083773185706",-3.269282303375,127.083773185706,NAMLEA/TUKS PT. PERTAMINA
NAMROLE,"-3.849200016603,126.738687030599",-3.849200016603,126.738687030599,NAMROLE
NANSHA PT,"22.770077867391,113.612213351752",22.770077867391,113.612213351752,NANSHA PT
NANTONG PT,"32.009647355763,120.830578515027",32.009647355763,120.830578515027,NANTONG PT
NAPAN,"-3.049239941711,135.762444171183",-3.049239941711,135.762444171183,NAPAN
NATUNA RANAI,"3.928645200618,108.383752752078",3.928645200618,108.383752752078,NATUNA RANAI
NAVLAKHI,"22.958125259389,70.455349810598",22.958125259389,70.455349810598,NAVLAKHI
NDAO BATUTUA,"-10.863399345169,122.984291954098",-10.863399345169,122.984291954098,NDAO BATUTUA
NDAO NDAO,"-10.817023926849,122.677292431815",-10.817023926849,122.677292431815,NDAO NDAO
NDAO PAPELA,"-10.597381803920,123.386644479829",-10.59738180392,123.386644479829,NDAO PAPELA
NEW MANGALORE,"12.928819865727,74.824404599355",12.928819865727,74.824404599355,NEW MANGALORE
NGGELE,"-1.763039921239,124.366191353963",-1.763039921239,124.366191353963,NGGELE
NGHI SON,"19.307847754197,105.820965548382",19.307847754197,105.820965548382,NGHI SON
NHA BE OIL PORT,"10.692167802513,106.752114816783",10.692167802513,106.752114816783,NHA BE OIL PORT
NIIHAMA,"33.983333333333,133.283333333333",33.983333333333,133.283333333333,NIIHAMA
NINGBO,"29.883333333333,121.550000000000",29.883333333333,121.55,NINGBO
NINGDE,"26.657953141514,119.544940367191",26.657953141514,119.544940367191,NINGDE
NIPAH,"1.116666666667,103.550000000000",1.116666666667,103.55,NIPAH
NIPAH PANJANG,"-1.069781281518,104.221424574519",-1.069781281518,104.221424574519,NIPAH PANJANG
NORTH PULAU LAUT,"-3.240983235375,116.230125891047",-3.240983235375,116.230125891047,NORTH PULAU LAUT
NUMFOOR,"-1.131234614296,134.874744806148",-1.131234614296,134.874744806148,NUMFOOR
NUNUKAN,"4.146862963072,117.670895565450",4.146862963072,117.67089556545,NUNUKAN
NUSA LEMBONGAN,"-8.676356281710,115.446848787343",-8.67635628171,115.446848787343,NUSA LEMBONGAN
NUSA PENIDA (MENTIGI),"-8.672197145602,115.554353947093",-8.672197145602,115.554353947093,NUSA PENIDA (MENTIGI)
OBI ISLAND,"-1.550844570991,127.479750936938",-1.550844570991,127.479750936938,OBI ISLAND
OBILATU,"-1.388765228328,127.384777559000",-1.388765228328,127.384777559,OBILATU
OFFSHORE FUJAIRAH,"25.173676555634,56.365020450940",25.173676555634,56.36502045094,OFFSHORE FUJAIRAH
OGOAMAS,"0.742124311450,120.104990861721",0.74212431145,120.104990861721,OGOAMAS
"OKABA, IRIAN JAYA","-8.096401220578,139.714626291515",-8.096401220578,139.714626291515,"OKABA, IRIAN JAYA"
ONOMICHI,"34.403799781081,133.196514232109",34.403799781081,133.196514232109,ONOMICHI
ORANSBARI,"-1.350000000000,134.266666666667",-1.35,134.266666666667,ORANSBARI
OSWALD SIAHAAN/ LABUHAN ANGIN,"1.730803922558,98.736122180637",1.730803922558,98.736122180637,OSWALD SIAHAAN/ LABUHAN ANGIN
OYONG,"-7.283333333333,112.733333333333",-7.283333333333,112.733333333333,OYONG
P. BANYAK,"2.304513621555,97.406601815352",2.304513621555,97.406601815352,P. BANYAK
P. DAWORA,"-4.725429309797,136.678577493388",-4.725429309797,136.678577493388,P. DAWORA
P. FANI,"1.047236363338,131.262518972438",1.047236363338,131.262518972438,P. FANI
P. GEBE,"-0.076181150552,129.426201734257",-0.076181150552,129.426201734257,P. GEBE
P. INSOBABI,"-0.882227617670,135.448210658969",-0.88222761767,135.448210658969,P. INSOBABI
P. KALUKALUKUANG,"-5.194945866479,117.653936847430",-5.194945866479,117.65393684743,P. KALUKALUKUANG
P. KAMBUNO,"-5.098758950624,120.419199842970",-5.098758950624,120.41919984297,P. KAMBUNO
P. KAYUADI,"-6.806342810586,120.806142792405",-6.806342810586,120.806142792405,P. KAYUADI
P. P. BALO-BALOANG LOMPO,"-6.590760847101,118.865084610316",-6.590760847101,118.865084610316,P. P. BALO-BALOANG LOMPO
P. PANGKAJENE,"-4.773763001294,119.490180730741",-4.773763001294,119.490180730741,P. PANGKAJENE
P. RASA/RAAS,"-7.130706612672,114.551778289012",-7.130706612672,114.551778289012,P. RASA/RAAS
P. SAILUS,"-7.505894242715,117.438853269278",-7.505894242715,117.438853269278,P. SAILUS
P. SAPUKA,"-7.084331980085,118.169752651255",-7.084331980085,118.169752651255,P. SAPUKA
PABELOKAN,"-5.479650857643,106.393932943259",-5.479650857643,106.393932943259,PABELOKAN
PACIRAN,"-6.866903187548,112.368560519500",-6.866903187548,112.3685605195,PACIRAN
PACITAN,"-8.200000000000,111.116666666667",-8.2,111.116666666667,PACITAN
PADANG,"-0.950000000000,100.350000000000",-0.95,100.35,PADANG
PADANG BAI,"-8.533733604481,115.509884715196",-8.533733604481,115.509884715196,PADANG BAI
PADANG TIKAR,"-0.675738126920,109.276592257048",-0.67573812692,109.276592257048,PADANG TIKAR
"PAGATAN, KALIMANTAN","-3.612364071089,115.933229953867",-3.612364071089,115.933229953867,"PAGATAN, KALIMANTAN"
PAGERUNGAN,"-6.916666666667,115.916666666667",-6.916666666667,115.916666666667,PAGERUNGAN
PAGIMANA,"-0.800000000000,122.616666666667",-0.8,122.616666666667,PAGIMANA
PAISULAMO,"-1.691208755211,123.342270759052",-1.691208755211,123.342270759052,PAISULAMO
PAITON,"-7.716666666667,113.500000000000",-7.716666666667,113.5,PAITON
PALANGKARAYA,"-2.203855161714,113.939214476512",-2.203855161714,113.939214476512,PALANGKARAYA
PALANGKARAYA/TERSUS PERTAMINA,"-2.198623414740,113.921162341304",-2.19862341474,113.921162341304,PALANGKARAYA/TERSUS PERTAMINA
PALARAN,"-0.570523304213,117.206869464648",-0.570523304213,117.206869464648,PALARAN
PALELEH,"1.045114542302,121.955280654095",1.045114542302,121.955280654095,PALELEH
PALEMBANG,"-2.983333333333,104.766666666667",-2.983333333333,104.766666666667,PALEMBANG
PALIPI,"-3.313273691354,118.849913668450",-3.313273691354,118.84991366845,PALIPI
PALOH/SAKURA,"1.997602967966,109.590744631485",1.997602967966,109.590744631485,PALOH/SAKURA
"PALOPO, SULAWESI","-2.982198735293,120.210606303384",-2.982198735293,120.210606303384,"PALOPO, SULAWESI"
PALOPO/TERSUS PT. PERTAMINA,"-3.118079321933,120.260578119909",-3.118079321933,120.260578119909,PALOPO/TERSUS PT. PERTAMINA
PALU,"-0.883333333333,119.850000000000",-0.883333333333,119.85,PALU
PALUE,"-8.307061618046,121.735812909269",-8.307061618046,121.735812909269,PALUE
"PAMANUKAN, JAVA","-6.243703855898,107.906125129407",-6.243703855898,107.906125129407,"PAMANUKAN, JAVA"
PANANARU,"3.433916691434,125.550001195032",3.433916691434,125.550001195032,PANANARU
PANARUKAN,"-7.697479457330,113.933686420031",-7.69747945733,113.933686420031,PANARUKAN
PANASAHAN,"-1.366004359600,100.567559024442",-1.3660043596,100.567559024442,PANASAHAN
PANCUR,"-1.998492723880,105.592242079848",-1.99849272388,105.592242079848,PANCUR
PANDAN,"-2.745201552713,107.631035187604",-2.745201552713,107.631035187604,PANDAN
"PANGKAL BALAM, BANGKA","-2.085935565947,106.129733105473",-2.085935565947,106.129733105473,"PANGKAL BALAM, BANGKA"
PANGKAL BALAM/TUKS PERTAMINA,"-2.745218592322,111.724583632727",-2.745218592322,111.724583632727,PANGKAL BALAM/TUKS PERTAMINA
PANGKALAN BUN,"-2.675061492655,111.628955870463",-2.675061492655,111.628955870463,PANGKALAN BUN
PANGKALAN BUN/TUKS PT. PERTAMINA,"-2.753423973973,111.723600532471",-2.753423973973,111.723600532471,PANGKALAN BUN/TUKS PT. PERTAMINA
PANGKALAN SUSU,"4.123036802186,98.213487558376",4.123036802186,98.213487558376,PANGKALAN SUSU
PANGKALAN SUSU/TUKS PERTAMINA,"4.119329997390,98.207297624791",4.11932999739,98.207297624791,PANGKALAN SUSU/TUKS PERTAMINA
"PANGKALPINANG, BANKA","-2.098540240949,106.133563661893",-2.098540240949,106.133563661893,"PANGKALPINANG, BANKA"
PANIPAHAN,"2.469667283909,100.347459606206",2.469667283909,100.347459606206,PANIPAHAN
PANJANG,"-5.466666666667,105.316666666667",-5.466666666667,105.316666666667,PANJANG
"PANJANG (LAMPUNG, SUMATRA)","-5.461825346916,105.338645397656",-5.461825346916,105.338645397656,"PANJANG (LAMPUNG, SUMATRA)"
PANJANG/TUKS PERTAMINA,"-5.482280585291,105.314644265482",-5.482280585291,105.314644265482,PANJANG/TUKS PERTAMINA
PANJIN,"40.704265096235,122.176278559892",40.704265096235,122.176278559892,PANJIN
PANTAI LABU,"3.681738146510,98.838074511493",3.68173814651,98.838074511493,PANTAI LABU
PAOTERE,"-5.109726297642,119.420353404003",-5.109726297642,119.420353404003,PAOTERE
PARA,"3.068327111802,125.499169652150",3.068327111802,125.49916965215,PARA
PARADIP PORT,"20.281957986222,86.672392057881",20.281957986222,86.672392057881,PARADIP PORT
PARE-PARE,"-4.002679510719,119.620057405562",-4.002679510719,119.620057405562,PARE-PARE
PARE-PARE/TUKS PT. PERTAMINA,"-4.001299887130,119.628395627439",-4.00129988713,119.628395627439,PARE-PARE/TUKS PT. PERTAMINA
PARIGI,"-0.811955849642,120.179726257546",-0.811955849642,120.179726257546,PARIGI
PAS IPA,"-1.881198564317,125.378206657963",-1.881198564317,125.378206657963,PAS IPA
PASANG KAYU,"-1.136092015930,119.394379442783",-1.13609201593,119.394379442783,PASANG KAYU
PASIPALELE,"-0.739057167549,128.131497507723",-0.739057167549,128.131497507723,PASIPALELE
"PASIR GUDANG, JOHOR","1.436710466062,103.890145237183",1.436710466062,103.890145237183,"PASIR GUDANG, JOHOR"
PASIR PANJANG,"0.837300023918,108.866999593058",0.837300023918,108.866999593058,PASIR PANJANG
PASOKAN,"-0.302206483644,122.344478595793",-0.302206483644,122.344478595793,PASOKAN
PASURUAN,"-7.636120030852,112.914796806654",-7.636120030852,112.914796806654,PASURUAN
PATANI,"0.366666666667,128.750000000000",0.366666666667,128.75,PATANI
PATIMBAN,"-6.243611789015,107.904008422989",-6.243611789015,107.904008422989,PATIMBAN
PATTIROBAJO,"-4.657049192818,120.461949008858",-4.657049192818,120.461949008858,PATTIROBAJO
PAYRA PORT,"21.988152813681,90.278549821010",21.988152813681,90.27854982101,PAYRA PORT
PEGATAN,"-3.268771297387,113.338492750055",-3.268771297387,113.338492750055,PEGATAN
PEGATAN MENDAWAI,"-3.268771297387,113.338492750055",-3.268771297387,113.338492750055,PEGATAN MENDAWAI
PEHE,"2.754406377883,125.364891449666",2.754406377883,125.364891449666,PEHE
PEKAJANG,"-0.075011856370,104.630676592791",-0.07501185637,104.630676592791,PEKAJANG
"PEKALONGAN, JAVA","-6.857815051525,109.691914580911",-6.857815051525,109.691914580911,"PEKALONGAN, JAVA"
PEKANBARU,"0.552095292017,101.461611870020",0.552095292017,101.46161187002,PEKANBARU
PELABUHAN FUTONG TERMINAL,"0.820578859388,102.400811473109",0.820578859388,102.400811473109,PELABUHAN FUTONG TERMINAL
PELABUHAN RATU,"-6.988294414768,106.542291432975",-6.988294414768,106.542291432975,PELABUHAN RATU
PELAIHARI/SWARANGAN,"-4.012123439046,115.010241562734",-4.012123439046,115.010241562734,PELAIHARI/SWARANGAN
PELINTUNG,"1.661441954840,101.639018508232",1.66144195484,101.639018508232,PELINTUNG
PELITA,"2.105791756112,128.017805324549",2.105791756112,128.017805324549,PELITA
PELITA JAYA,"-3.003058024476,128.119154033693",-3.003058024476,128.119154033693,PELITA JAYA
PEMALANG,"-6.900000000000,109.366666666667",-6.9,109.366666666667,PEMALANG
PEMANA,"-8.353259594744,122.319950404171",-8.353259594744,122.319950404171,PEMANA
PEMENANG,"-8.393674765572,116.098945822806",-8.393674765572,116.098945822806,PEMENANG
PEMENANG/TANJUNG,"-8.364773749340,116.129352157878",-8.36477374934,116.129352157878,PEMENANG/TANJUNG
PENAJAM PASER,"-1.241639370322,116.777258343717",-1.241639370322,116.777258343717,PENAJAM PASER
PENANG,"5.415555858282,100.365188028962",5.415555858282,100.365188028962,PENANG
PENANG (GEORGETOWN),"5.418391504435,100.345800494180",5.418391504435,100.34580049418,PENANG (GEORGETOWN)
PENGAPON/TUKS PT. PERTAMINA (PERSERO),"-6.943985194573,110.432207833409",-6.943985194573,110.432207833409,PENGAPON/TUKS PT. PERTAMINA (PERSERO)
PENGERANG,"1.340715663520,104.170097675256",1.34071566352,104.170097675256,PENGERANG
PENUBA,"-0.325087754818,104.461158501948",-0.325087754818,104.461158501948,PENUBA
PENYALAI,"0.527032006232,103.267904173939",0.527032006232,103.267904173939,PENYALAI
